"review_id","review_date","customer_id","product_id","order_id","rating","review_text","source","language"
REV-179448984,"2025-08-31",CUST-893435,PRD-42018,ORD-9765619,,Build quality feels premium,web,en
REV-776846960,"2024-01-20",CUST-390743,PRD-38080,,5.0,Firmware update fixed the glitch,web,en
REV-774984588,"2024-04-01",CUST-309159,PRD-42018,ORD-3487338,4.0,Home theater setup was easy but app UI is confusing,,en
REV-179600358,"2024-09-22",CUST-713799,PRD-38080,,4.0,Firmware update fixed the glitch,web,en
REV-839309948,"2024-03-19",CUST-225362,PRD-66155,ORD-1410928,4.0,Battery life is worse than expected,retail_site,en
REV-906291455,"2025-12-13",CUST-779112,PRD-66155,ORD-2660344,4.0,Pairing issues with my phone,retail_site,en
REV-980918807,"2024-11-16",CUST-690996,PRD-79822,,4.0,,retail_site,es
REV-302243909,"2024-04-03",CUST-538997,PRD-24371,,3.0,"Returned it. Works great in aviation cockpit, solid isolation",,en
REV-137069818,"2024-04-13",CUST-421080,PRD-91351,ORD-4463813,4.0,"Works great in aviation cockpit, solid isolation",app,de
REV-216243792,"2024-03-10",CUST-851413,PRD-68008,ORD-7232576,4.0,Build quality feels premium,app,en
REV-944583793,"2024-02-12",CUST-583863,PRD-99353,ORD-8992171,5.0,"Works great in aviation cockpit, solid isolation",retail_site,en
REV-666218888,"2024-07-20",CUST-197966,PRD-24371,ORD-4773093,5.0,"Great for calls, mic is solid",app,en
REV-537922403,"2024-07-15",CUST-220764,PRD-66155,ORD-7330904,4.0,Pairing issues with my phone,web,es
REV-260119190,"2024-02-13",CUST-901535,PRD-81511,,2.0,Shipping box arrived damaged,web,en
REV-701027524,"2025-01-30",CUST-993744,PRD-44237,,4.0,Love it. overpriced tho,app,en
REV-406880629,"2024-01-17",CUST-615633,PRD-68008,ORD-6942167,3.0,Delivery was late. Love it. overpriced tho,app,en
REV-175334478,"2025-04-25",CUST-483545,PRD-66155,ORD-5778579,4.0,SOUND IS CRISP BUT BASS COULD BE BETTER,web,
REV-378898917,"2024-07-17",CUST-166645,PRD-23104,ORD-1599721,4.0,Sound is crisp but bass could be better 🔊,support_followup,en
REV-784029277,"2025-03-12",CUST-170499,PRD-66155,ORD-6348136,4.0,,web,en
REV-540767926,"2024-06-12",CUST-799233,PRD-71348,,5.0,Build quality feels premium,web,en
REV-472763109,"2024-12-30",CUST-476395,PRD-66155,,4.0,"Great for calls, mic is solid",web,en
REV-723759446,"2024-07-04",CUST-410244,PRD-95180,ORD-9809610,5.0,RANDOM DISCONNECTS AFTER 20 MINUTES,web,en
REV-449135585,"2024-12-21",CUST-434165,PRD-35112,ORD-7318281,3.0,Home theater setup was easy but app UI is confusing,retail_site,en
REV-852434592,"12/05/2025",CUST-177794,PRD-79329,,5.0,Battery life is worse than expected,web,en
REV-505780069,"2024-04-28",CUST-367271,PRD-10425,ORD-3958791,5.0,,app,en
REV-671722371,"2025-02-26",CUST-811875,PRD-42527,ORD-8650758,3.0,Home theater setup was easy but app UI is confusing,web,en
REV-567732493,"2025-01-15",CUST-461249,PRD-82845,ORD-7021396,,Home theater setup was easy but app UI is confusing,web,en
REV-782117743,"2024-09-12",CUST-369452,PRD-79329,ORD-7063844,5.0,"Works great in aviation cockpit, solid isolation",web,en
REV-198141988,"2024-04-11",CUST-720556,PRD-68082,ORD-8272310,3.0,"Works great in aviation cockpit, solid isolation",app,en
REV-515179865,"2024-08-02",CUST-368690,PRD-23104,ORD-4976938,3.0,,app,en
REV-392229871,"12/08/2025",CUST-943019,PRD-23104,,5.0,Sound is crisp but bass could be better,app,en
REV-602808576,"2025-07-14",CUST-262246,PRD-82845,ORD-3908388,4.0,Shipping box arrived damaged,web,en
REV-411062930,"2025-12-05",CUST-221761,PRD-39154,ORD-2884638,4.0,"Works great in aviation cockpit, solid isolation",app,en
REV-357260056,"2025-09-30",CUST-790203,PRD-62923,ORD-5342695,4.0,Sound is crisp but bass could be better,retail_site,en
REV-489274169,"2024-05-08",CUST-480133,PRD-89457,,4.0,"Great for calls, mic is solid",support_followup,
REV-133706737,"2025-05-19",CUST-614013,PRD-79822,,3.0,Delivery was late. Home theater setup was easy but app UI is confusing,support_followup,de
REV-349469228,"2024-03-29",CUST-861894,PRD-17100,ORD-3058776,4.0,Shipping box arrived damaged,web,en
REV-862640603,"2025-04-16",CUST-453123,PRD-82845,ORD-6147430,5.0,Firmware update fixed the glitch,web,en
REV-330309693,"2025-01-01",CUST-461888,PRD-25906,ORD-2155378,4.0,NOISE CANCELLATION IS UNREAL 🔊,web,
REV-822376655,"2025-03-02",CUST-309044,PRD-62923,ORD-4710027,5.0,Noise cancellation is unreal,web,en
REV-450162255,"2024-08-30",CUST-975467,PRD-24371,,5.0,Random disconnects after 20 minutes,app,en
REV-997633811,"2025-07-25",CUST-958182 ,PRD-66155,ORD-7921822,4.0,HOME THEATER SETUP WAS EASY BUT APP UI IS CONFUSING,web,es
REV-296810490,"2024-12-23",CUST-402099,PRD-17100,ORD-8458593,,Firmware update fixed the glitch 🔊,web,en
REV-229449608,"2024-12-20",CUST-177060,PRD-21114,,3.0,Home theater setup was easy but app UI is confusing,app,en
REV-376938173,"2024-03-09",CUST-757246,PRD-89457,ORD-7256159,5.0,Sound is crisp but bass could be better,app,en
REV-148098819,"2024-08-26",CUST-467121,PRD-44237,ORD-2599296,4.0,Firmware update fixed the glitch,web,en
REV-866029545,"2024-08-31",CUST-491435,PRD-25129,ORD-2534858,4.0,Firmware update fixed the glitch,web,en
REV-852679922,"2024-06-11",CUST-178711,PRD-38080,ORD-5900572,4.0,"Works great in aviation cockpit, solid isolation",,en
REV-587014434,"2025-08-19",CUST-485415,PRD-66155,ORD-9098019,4.0,NOISE CANCELLATION IS UNREAL,,en
REV-524592233,"2025-09-20",CUST-402099,PRD-23104,ORD-3768182,4.0,,support_followup,en
REV-905455384,"2024-04-14",CUST-563711,PRD-63354,ORD-7775127,4.0,Pairing issues with my phone,retail_site,en
REV-329665453,"2025-12-12",CUST-718439,PRD-79329,ORD-9361460,4.0,Battery life is worse than expected,retail_site,en
REV-665616842,"2024-10-31",CUST-655178,PRD-94080,ORD-4930038,4.0,"Great for calls, mic is solid",retail_site,en
REV-480766145,"2025-06-13",CUST-582087,PRD-24371,,4.0,Battery life is worse than expected,support_followup,en
REV-132476082,"2024-10-07",CUST-270128,PRD-42018,ORD-6516650,3.0,"Delivery was late. Works great in aviation cockpit, solid isolation",app,en
REV-650895101,"2025-06-15",CUST-833247,PRD-17100,ORD-7027864,5.0,"Works great in aviation cockpit, solid isolation 🔊",app,es
REV-420319560,"2024-09-02",CUST-516791,PRD-42018,ORD-1636722,3.0,Love it. overpriced tho,web,
REV-344340404,"2025-03-12",CUST-352422,PRD-81511,ORD-7357840,3.0,,web,en
REV-311665638,"10/24/2024",CUST-688956,PRD-41385,ORD-4325653,4.0,,retail_site,es
REV-196481581,"2024-04-24",CUST-520884,PRD-35112,ORD-6106868,2.0,PAIRING ISSUES WITH MY PHONE,retail_site,en
REV-520510224,"2025-11-12",CUST-261450,PRD-41385,,4.0,"Works great in aviation cockpit, solid isolation",web,en
REV-467274423,"2025-06-06",CUST-225362,PRD-63354,,4.0,DELIVERY WAS LATE. BATTERY LIFE IS WORSE THAN EXPECTED,app,
REV-818172781,"2025-09-24",CUST-656639,PRD-10074,ORD-2949741,5.0,Shipping box arrived damaged,support_followup,en
REV-960911135,"2024-11-08",CUST-804938,PRD-42018,ORD-2532421,5.0,Firmware update fixed the glitch 🔊,retail_site,en
REV-214021652,"2025-03-25",CUST-540226,PRD-40982,ORD-2960750,1.0,Sound is crisp but bass could be better,web,es
REV-514523483,"2025-11-20",CUST-540463,PRD-59672,ORD-7176611,3.0,Sound is crisp but bass could be better,app,en
REV-305174439,"2025-04-16",CUST-559398,PRD-21114,ORD-9594825,4.0,Pairing issues with my phone,web,en
REV-147177252,"2025-12-15",CUST-593152,PRD-10221,ORD-9246804,4.0,Love it. overpriced tho,app,
REV-157694613,"2024-06-23",CUST-464863,PRD-42527,ORD-6307385,3.0,Noise cancellation is unreal,,en
REV-592592274,"2025-09-14",CUST-406039,PRD-66155,ORD-1716213,4.0,Battery life is worse than expected,support_followup,es
REV-680964591,"2024-02-14",CUST-516791,PRD-66155,ORD-9130063,4.0,"Great for calls, mic is solid",retail_site,en
REV-765531789,"2024-12-29",CUST-753534,PRD-17100,,4.0,Delivery was late. Firmware update fixed the glitch,web,en
REV-548309229,"2025-12-01",CUST-368355,PRD-66155,ORD-4005788,4.0,Pairing issues with my phone,app,en
REV-867821103,"2024-07-14",CUST-266071,PRD-66155,ORD-3986626,5.0,Battery life is worse than expected,app,en
REV-543154496,"2024-11-24",CUST-807115,PRD-25129,ORD-8036294,3.0,Pairing issues with my phone,app,en
REV-128732133,"01/26/2024",CUST-910075,PRD-66155,ORD-2078702,4.0,Home theater setup was easy but app UI is confusing,retail_site,en
REV-899788723,"2025-11-19",CUST-706794,PRD-84085,ORD-3453718,4.0,"Great for calls, mic is solid",app,en
REV-264300955,"2024-09-21",CUST-896290,PRD-94080,,5.0,Battery life is worse than expected,retail_site,en
REV-203242250,"2025-08-07",CUST-281043,PRD-66155,ORD-4037211,4.0,Build quality feels premium,app,en
REV-722021921,"2025-01-10",CUST-915922,PRD-10074,,,Noise cancellation is unreal,retail_site,fr
REV-500516459,"2024-06-24",CUST-776796,PRD-67912,ORD-9588532,5.0,,retail_site,en
REV-803686007,"2025-06-15",CUST-469038,PRD-63354,ORD-1429814,4.0,Random disconnects after 20 minutes,support_followup,en
REV-738907989,"2025-04-02",CUST-535020,PRD-23104,ORD-6170732,4.0,Shipping box arrived damaged,retail_site,en
REV-497813498,"2024-03-07",CUST-831059,PRD-65518,,3.0,Sound is crisp but bass could be better,web,en
REV-450730224,"2024-07-14",CUST-777278,PRD-40784,ORD-6655166,3.0,,web,en
REV-241139051,"2024-07-11",CUST-350867,PRD-10425,ORD-9177266,3.0,Home theater setup was easy but app UI is confusing,support_followup,en
REV-906035290,"04/29/2024",CUST-440802,PRD-40982,ORD-7759049,4.0,Build quality feels premium 🔊,app,en
REV-445118812,"2024-09-10",CUST-551860,PRD-30635,,4.0,"Great for calls, mic is solid",support_followup,en
REV-778421400,"2025-10-20",CUST-992512,PRD-61876,ORD-1672755,5.0,NOISE CANCELLATION IS UNREAL,web,en
REV-479540515,"2024-11-08",CUST-141043,PRD-24371,ORD-6542671,,,web,en
REV-988817994,"2024-05-17",CUST-309044,PRD-35112,ORD-2710015,3.0,Pairing issues with my phone,web,en
REV-448322709,"2025-01-12",CUST-509420,PRD-71348,ORD-6197540,,,app,en
REV-118353423,"2024-07-01",CUST-970068,PRD-65724,ORD-4956006,5.0,Battery life is worse than expected 🔊,support_followup,en
REV-939457437,"2024-07-13",CUST-576086,PRD-66155,ORD-1731504,4.0,"Great for calls, mic is solid",web,de
REV-200619734,"2024-05-29",CUST-996840,PRD-23104,ORD-5307845,4.0,Love it. overpriced tho,app,en
REV-827994775,"2024-01-18",CUST-800646,PRD-23104,,4.0,Shipping box arrived damaged,app,en
REV-360122376,"2025-11-15",CUST-722937,PRD-62923,,4.0,Random disconnects after 20 minutes,web,en
REV-226897552,"2025-08-23",CUST-986438,PRD-49117,ORD-2638653,3.0,Noise cancellation is unreal,web,en
REV-593905243,"2025-07-23",CUST-556839,PRD-24371,,5.0,"Works great in aviation cockpit, solid isolation",app,en
REV-838120303,"2025-01-29",CUST-899787,PRD-15229,ORD-2162093,5.0,Firmware update fixed the glitch,web,en
REV-404376957,"2025-09-02",CUST-997004,PRD-24371,ORD-2468132,4.0,"Works great in aviation cockpit, solid isolation",app,en
REV-620516799,"2025-10-01",CUST-401603,PRD-66155,,4.0,RANDOM DISCONNECTS AFTER 20 MINUTES,retail_site,en
REV-435388372,"2024-03-10",CUST-266071,PRD-42527,ORD-6142383,,"Works great in aviation cockpit, solid isolation",,en
REV-933349303,"2025-08-04",CUST-947458,PRD-12757,ORD-4357791,2.0,Love it. overpriced tho,app,es
REV-225918016,"2025-01-23",CUST-786041,PRD-41385,ORD-9344316,4.0,Shipping box arrived damaged 🔊,app,en
REV-309097522,"2024-07-20",CUST-484774,PRD-10074,ORD-5885665,5.0,Noise cancellation is unreal,app,en
REV-978255915,"2024-09-29",CUST-644559,PRD-67912,ORD-2075559,3.0,Sound is crisp but bass could be better,app,en
REV-821669731,"2024-12-24",CUST-121322,PRD-35112,ORD-7179482,4.0,Sound is crisp but bass could be better,web,
REV-201544842,"2024-04-25",CUST-409445,PRD-24371,,4.0,Noise cancellation is unreal,retail_site,en
REV-804901106,"2024-05-04",CUST-138399,PRD-66155,,3.0,Shipping box arrived damaged,retail_site,en
REV-658619579,"2024-09-04",CUST-272655,PRD-49117,,4.0,"Works great in aviation cockpit, solid isolation",retail_site,es
REV-240469675,"2024-07-17",CUST-926403,PRD-23104,ORD-7007704,5.0,Love it. overpriced tho,retail_site,de
REV-247927131,"2025-09-26",CUST-355570,PRD-65518,ORD-4206762,5.0,Sound is crisp but bass could be better,web,en
REV-777971029,"2024-10-01",CUST-626169,PRD-96511,,4.0,Home theater setup was easy but app UI is confusing,web,en
REV-642996355,"2025-02-11",CUST-154615,PRD-23104,,4.0,Sound is crisp but bass could be better 🔊,support_followup,
REV-849833148,"2024-03-14",CUST-807617,PRD-66155,ORD-4575541,5.0,SOUND IS CRISP BUT BASS COULD BE BETTER,retail_site,en
REV-260193919,"2024-03-22",CUST-776502,PRD-79822,ORD-6427351,4.0,,retail_site,en
REV-427746196,"2025-05-11",CUST-489518,PRD-79329,ORD-9034861,4.0,Pairing issues with my phone,web,en
REV-914623418,"2024-01-26",CUST-629057,PRD-10425,,5.0,Pairing issues with my phone,web,en
REV-877143865,"2025-02-28",CUST-235215,PRD-40007,ORD-9418858,3.0,Build quality feels premium,,en
REV-906497729,"2025-10-06",CUST-196126,PRD-39154,ORD-4021732,4.0,,web,en
REV-155061194,"2024-05-17",CUST-267082,PRD-79329,ORD-5237927,4.0,Sound is crisp but bass could be better 🔊,app,en
REV-261912979,"2024-02-27",CUST-601916,PRD-68082,ORD-7348813,3.0,Random disconnects after 20 minutes,web,en
REV-791057158,"2025-07-08",CUST-543814,PRD-47606,,4.0,Pairing issues with my phone,web,en
REV-315425422,"2025-01-26",CUST-242291,PRD-24371,,4.0,Returned it. Random disconnects after 20 minutes 🔊,web,en
REV-759397759,"2025-10-19",CUST-826353,PRD-66155,ORD-7936394,5.0,,app,fr
REV-154215035,"2025-04-03",CUST-428267,PRD-61876,,4.0,"WORKS GREAT IN AVIATION COCKPIT, SOLID ISOLATION",web,en
REV-340778901,"2025-04-02",CUST-423401,PRD-40007,ORD-9743375,4.0,Returned it. Noise cancellation is unreal,retail_site,en
REV-196641269,"2024-12-09",CUST-440140,PRD-68082,ORD-4687797,2.0,"Delivery was late. Great for calls, mic is solid",support_followup,en
REV-944227158,"2024-03-25",CUST-102689,PRD-24371,ORD-4565932,5.0,Battery life is worse than expected,app,fr
REV-823940736,"2024-04-02",CUST-305837,PRD-44237,ORD-4465461,5.0,Battery life is worse than expected,web,es
REV-195198072,"2025-10-04",CUST-162894,PRD-96511,ORD-8565378,3.0,Delivery was late. Home theater setup was easy but app UI is confusing,app,
REV-117553818,"2024-11-06",CUST-708851,PRD-17100,,4.0,Build quality feels premium,app,es
REV-156592589,"2024-12-31",CUST-396451,PRD-68082,ORD-7683676,4.0,LOVE IT. OVERPRICED THO,web,en
REV-172872216,"2025-08-23",CUST-424620,PRD-25129,ORD-9810051,3.0,Noise cancellation is unreal,web,en
REV-473597145,"2024-10-10",CUST-571579,PRD-10425,,,"Great for calls, mic is solid 🔊",app,en
REV-228809195,"2025-04-16",CUST-913373,PRD-82845,,4.0,Love it. overpriced tho,web,en
REV-714993424,"2025-12-20",CUST-614013,PRD-35112,ORD-5956542,5.0,Home theater setup was easy but app UI is confusing,retail_site,en
REV-296351753,"2025-08-26",CUST-177794,PRD-35112,ORD-1584873,5.0,Sound is crisp but bass could be better,retail_site,en
REV-769335434,"2024-06-29",CUST-124302,PRD-62923,ORD-7369125,4.0,Build quality feels premium,support_followup,en
REV-392129511,"2025-09-30",CUST-503159,PRD-89457,,5.0,Random disconnects after 20 minutes 🔊,web,en
REV-489111705,"2024-07-26",CUST-878967 ,PRD-40784,,4.0,Love it. overpriced tho 🔊,support_followup,en
REV-494795323,"2025-11-18",CUST-678083,PRD-66155,ORD-5101703,4.0,"Great for calls, mic is solid",retail_site,en
REV-526257410,"2025-01-07",CUST-396451,PRD-68082,ORD-7683676,4.0,Home theater setup was easy but app UI is confusing,web,en
REV-972376690,"2024-11-23",CUST-884897,PRD-66155,ORD-7732548,3.0,Shipping box arrived damaged,retail_site,en
REV-657150567,"2025-05-10",CUST-606404,PRD-79329,ORD-4312733,4.0,Home theater setup was easy but app UI is confusing,app,en
REV-526403903,"2025-12-12",CUST-153035,PRD-81511,,,Battery life is worse than expected,support_followup,en
REV-184949245,"2024-07-23",CUST-753064,PRD-65461,ORD-7214342,5.0,Shipping box arrived damaged,app,fr
REV-929418293,"2025-11-29",CUST-455007,PRD-25906,ORD-3962869,4.0,Firmware update fixed the glitch 🔊,retail_site,en
REV-340347653,"07/31/2025",CUST-660081,PRD-42018,ORD-1351788,2.0,Delivery was late. Noise cancellation is unreal,app,
REV-293523624,"2024-03-16",CUST-711046,PRD-95180,,4.0,Delivery was late. Love it. overpriced tho,web,en
REV-196470606,"2025-01-29",CUST-190403,PRD-66155,ORD-8281308,3.0,"Works great in aviation cockpit, solid isolation",app,en
REV-354937759,"2024-05-10",CUST-352249,PRD-59672,,4.0,Battery life is worse than expected,web,en
REV-249372908,"2024-10-05",CUST-699929,PRD-62923,ORD-6288507,4.0,Sound is crisp but bass could be better,support_followup,en
REV-694640425,"2024-07-05",CUST-483629,PRD-62923,,4.0,Sound is crisp but bass could be better,support_followup,en
REV-698757966,"2024-11-16",CUST-485178,PRD-42018,ORD-5329118,4.0,Battery life is worse than expected,web,en
REV-978153173,"2025-07-20",CUST-986982,PRD-99353,ORD-3668599,3.0,Pairing issues with my phone,retail_site,en
REV-977269850,"2024-10-14",CUST-176517,PRD-65461,ORD-5802798,5.0,Home theater setup was easy but app UI is confusing,retail_site,en
REV-470845934,"2024-06-08",CUST-758452,PRD-63354,ORD-7751157,5.0,,app,
REV-463655278,"2025-08-10",CUST-190403,PRD-66155,ORD-4124366,4.0,Home theater setup was easy but app UI is confusing,app,en
REV-599368519,"2025-02-18",CUST-389282,PRD-66155,ORD-8658481,4.0,Random disconnects after 20 minutes,app,de
REV-447757574,"2025-05-24",CUST-599380,PRD-62923,ORD-2914193,2.0,Battery life is worse than expected 🔊,app,en
REV-263891514,"2025-02-22",CUST-483629,PRD-62923,ORD-3002633,4.0,,app,en
REV-573983829,"2024-05-17",CUST-680933,PRD-25129,ORD-2846360,3.0,,web,en
REV-928616378,"2024-07-10",CUST-520252,PRD-66155,ORD-9388091,3.0,"Delivery was late. Great for calls, mic is solid",support_followup,en
REV-373518374,"2024-11-09",CUST-874814,PRD-42018,ORD-3257399,5.0,Build quality feels premium,retail_site,en
REV-193609995,"2025-07-12",CUST-395023,PRD-25129,,5.0,Noise cancellation is unreal 🔊,web,en
REV-196797416,"2025-06-27",CUST-725185,PRD-63354,,5.0,Battery life is worse than expected,web,fr
REV-703154090,"2025-02-26",CUST-983532,PRD-61876,ORD-7925428,4.0,Sound is crisp but bass could be better,web,en
REV-624300255,"2024-10-29",CUST-560485,PRD-63354,ORD-5272790,,Delivery was late. Noise cancellation is unreal,retail_site,
REV-548745923,"2025-11-12",CUST-979995,PRD-71348,,3.0,Firmware update fixed the glitch 🔊,web,en
REV-626120443,"2024-02-17",CUST-942700,PRD-66155,ORD-2391219,2.0,Delivery was late. Love it. overpriced tho,app,en
REV-333434599,"2024-08-29",CUST-738457,PRD-10425,ORD-9215732,3.0,"Delivery was late. Works great in aviation cockpit, solid isolation",web,en
REV-949854657,"2025-05-10",CUST-778748,PRD-61876,ORD-9079281,4.0,Love it. overpriced tho,web,en
REV-197353270,"2024-02-21",CUST-206851,PRD-81066,ORD-3758393,3.0,Battery life is worse than expected,,en
REV-117362202,"2025-12-22",CUST-711484,PRD-65461,,5.0,Random disconnects after 20 minutes,retail_site,en
REV-663365096,"2024-09-29",CUST-651963,PRD-63354,,3.0,SHIPPING BOX ARRIVED DAMAGED,web,en
REV-895745246,"2024-03-24",CUST-992717,PRD-79329,ORD-2844893,4.0,Random disconnects after 20 minutes,retail_site,fr
REV-232355781,"2024-09-25",CUST-156213,PRD-44237,,5.0,"Great for calls, mic is solid",retail_site,en
REV-405845906,"2024-07-15",CUST-326441,PRD-38080,ORD-7721922,5.0,Noise cancellation is unreal,web,en
REV-639193178,"2025-09-09",CUST-716113,PRD-23104,ORD-3074336,4.0,SHIPPING BOX ARRIVED DAMAGED 🔊,web,en
REV-442230876,"2024-09-26",CUST-753064,PRD-65461,ORD-7214342,4.0,"Works great in aviation cockpit, solid isolation",support_followup,en
REV-930165351,"2024-01-07",CUST-656379,PRD-42018,ORD-4525848,,Delivery was late. Sound is crisp but bass could be better,support_followup,de
REV-806855211,"2024-09-29",CUST-530728,PRD-66155,,4.0,"Great for calls, mic is solid",web,en
REV-823732172,"2025-10-05",CUST-575528,PRD-10425,ORD-5590286,4.0,LOVE IT. OVERPRICED THO,web,en
REV-918420496,"2025-10-03",CUST-469435,PRD-40982,,4.0,Random disconnects after 20 minutes,app,en
REV-500406119,"2024-07-25",CUST-789786,PRD-84085,ORD-5935427,3.0,Random disconnects after 20 minutes,web,es
REV-564413224,"2025-10-17",CUST-386436,PRD-25129,,4.0,Delivery was late. Shipping box arrived damaged,web,en
REV-114211458,"2024-04-05",CUST-953025,PRD-66155,ORD-4130204,5.0,Sound is crisp but bass could be better,app,en
REV-648078452,"11/07/2025",CUST-656379,PRD-23104,ORD-7072578,5.0,Shipping box arrived damaged,app,en
REV-583051126,"2025-07-26",CUST-147670,PRD-99353,ORD-5815718,3.0,BATTERY LIFE IS WORSE THAN EXPECTED,web,en
REV-639380262,"2025-10-03",CUST-754858,PRD-82845,ORD-6654593,5.0,"Works great in aviation cockpit, solid isolation",web,en
REV-127817863,"2025-12-09",CUST-658198,PRD-65518,ORD-4262269,5.0,"Works great in aviation cockpit, solid isolation",app,en
REV-521920636,"2025-04-02",CUST-728492,PRD-74799,ORD-1306110,,SOUND IS CRISP BUT BASS COULD BE BETTER,support_followup,en
REV-463045239,"2024-11-08",CUST-313446,PRD-68082,ORD-8687834,4.0,FIRMWARE UPDATE FIXED THE GLITCH,,en
REV-617249040,"2025-02-05",CUST-734836,PRD-66155,ORD-3361656,4.0,"Great for calls, mic is solid 🔊",app,en
REV-161988887,"2024-01-17",CUST-842411,PRD-25129,,5.0,Pairing issues with my phone,app,en
REV-263838891,"2025-10-13",CUST-177060,PRD-35112,,5.0,Build quality feels premium,web,fr
REV-861076708,"2025-02-06",CUST-822131,PRD-62923,ORD-9834970,3.0,Delivery was late. Noise cancellation is unreal,web,en
REV-313294767,"2025-04-28",CUST-571832,PRD-66155,ORD-1582249,,HOME THEATER SETUP WAS EASY BUT APP UI IS CONFUSING,app,en
REV-829041376,"2024-09-12",CUST-493124,PRD-25129,ORD-4135404,2.0,Delivery was late. Build quality feels premium,retail_site,
REV-713251286,"2025-11-07",CUST-726152,PRD-35112,ORD-4971183,2.0,,app,fr
REV-888042189,"2025-09-19",CUST-622584,PRD-40982,,3.0,Pairing issues with my phone,web,en
REV-877291067,"2024-09-24",CUST-456331,PRD-23104,ORD-7114893,5.0,"Great for calls, mic is solid",app,en
REV-654358026,"2024-06-27",CUST-910075,PRD-66155,ORD-2078702,4.0,Sound is crisp but bass could be better,support_followup,en
REV-747388914,"2024-01-06",CUST-356773,PRD-65518,ORD-7796701,3.0,Build quality feels premium,web,en
REV-458477171,"2024-08-07",CUST-786735,PRD-82845,ORD-3568157,3.0,Shipping box arrived damaged,app,en
REV-679597313,"2024-04-11",CUST-335445,PRD-66155,ORD-2713714,4.0,,support_followup,en
REV-244368448,"2025-02-28",CUST-934904,PRD-30635,,5.0,"Great for calls, mic is solid",support_followup,en
REV-289358589,"2025-05-18",CUST-738457,PRD-10425,,3.0,Random disconnects after 20 minutes,support_followup,en
REV-535728443,"2024-10-04",CUST-992717,PRD-41385,ORD-3711763,5.0,Build quality feels premium,app,es
REV-977534169,"2025-02-10",CUST-495533,PRD-15229,ORD-4072141,3.0,"Great for calls, mic is solid",app,en
REV-220885485,"2025-04-26",CUST-810687,PRD-93130,,3.0,Pairing issues with my phone,web,en
REV-656406271,"2025-01-14",CUST-882354,PRD-42018,ORD-7321835,3.0,,web,
REV-557332177,"2025-10-16",CUST-424620,PRD-71348,ORD-9201886,5.0,Firmware update fixed the glitch,,en
REV-970190439,"2025-01-07",CUST-871411,PRD-21114,,4.0,Random disconnects after 20 minutes,web,es
REV-938497305,"2024-05-14",CUST-904711,PRD-15229,ORD-1683501,3.0,Delivery was late. Pairing issues with my phone,app,es
REV-525535583,"2024-10-12",CUST-295085,PRD-10074,,4.0,Home theater setup was easy but app UI is confusing 🔊,web,en
REV-275533548,"2024-10-12",CUST-568849,PRD-19171,ORD-6829096,4.0,,web,en
REV-126756194,"2025-09-10",CUST-488984,PRD-79329,ORD-4260209,3.0,"Works great in aviation cockpit, solid isolation",web,
REV-565484524,"2025-07-14",CUST-406039,PRD-40982,ORD-4520280,3.0,"Great for calls, mic is solid",app,en
REV-468805763,"03/25/2024",CUST-381433,PRD-64040,ORD-8005912,,"WORKS GREAT IN AVIATION COCKPIT, SOLID ISOLATION",app,en
REV-720638390,"2024-07-14",CUST-221761,PRD-10074,,4.0,"Great for calls, mic is solid",app,es
REV-661303624,"2024-04-07",CUST-427766,PRD-17100,,4.0,Firmware update fixed the glitch,retail_site,en
REV-746009553,"2025-10-18",CUST-806537,PRD-25129,ORD-4880407,4.0,Random disconnects after 20 minutes,app,en
REV-467933103,"2025-04-03",CUST-540463,PRD-40982,ORD-2677514,3.0,Random disconnects after 20 minutes,app,en
REV-892295379,"2024-01-10",CUST-626392,PRD-66155,,4.0,Firmware update fixed the glitch,support_followup,en
REV-890300959,"2024-11-16",CUST-832409,PRD-76469,ORD-3458547,4.0,Firmware update fixed the glitch,retail_site,en
REV-880529475,"05/13/2025",CUST-299869,PRD-81066,ORD-2253022,3.0,Pairing issues with my phone,retail_site,en
REV-299887103,"2024-05-23",CUST-534303,PRD-62923,ORD-8413893,3.0,,retail_site,en
REV-555237709,"2024-12-24",CUST-386042,PRD-79329,ORD-2091744,3.0,"Great for calls, mic is solid",web,es
REV-649303144,"2025-09-19",CUST-368355,PRD-66155,ORD-4005788,4.0,Firmware update fixed the glitch,web,
REV-936145856,"2025-06-28",CUST-693419,PRD-79329,,3.0,Sound is crisp but bass could be better,web,en
REV-316023546,"2025-03-28",CUST-129556,PRD-68082,,3.0,Delivery was late. Battery life is worse than expected,web,en
REV-500836839,"2024-06-18",CUST-782535,PRD-66155,ORD-5369269,5.0,,support_followup,en
REV-269757947,"2025-12-27",CUST-731894,PRD-40982,ORD-3856616,,"Works great in aviation cockpit, solid isolation",support_followup,en
REV-689326398,"2024-07-20",CUST-606404,PRD-24371,ORD-6931328,3.0,SHIPPING BOX ARRIVED DAMAGED,retail_site,es
REV-627505414,"2025-03-18",CUST-849747,PRD-79329,ORD-2143159,5.0,SOUND IS CRISP BUT BASS COULD BE BETTER,app,en
REV-560692296,"2024-05-11",CUST-311383,PRD-65461,ORD-8812404,3.0,Returned it. Delivery was late. Random disconnects after 20 minutes,retail_site,fr
REV-462419454,"2024-11-29",CUST-736565,PRD-42018,,5.0,Sound is crisp but bass could be better,app,en
REV-857679701,"2025-03-06",CUST-793024,PRD-68082,ORD-4545324,5.0,,,en
