claim_id,claim_date,order_id,device_id,issue_type,severity,warranty_approved,replacement_ship_days,notes
CLM-280975575,2025-01-27,ORD-7849841,DEV-8370712436,Connectivity,med,1.0,5.0,customer reports intermittent issue
CLM-898487390,2024-06-18,ORD-9394973,DEV-3007269420,Sound Distortion,med,1.0,,customer reports intermittent issue
CLM-136069253,2025-08-05,ORD-5945306,DEV-1967859201,Sound Distortion,low,1.0,5.0,no fault found
CLM-652002757,2024-11-12,ORD-8568915,DEV-7299429450,Software,low,1.0,3.0,customer reports intermittent issue
CLM-736649112,2024-05-04,ORD-9138612,DEV-9069151670,Physical Damage,med,0.0,10.0,customer reports intermittent issue
CLM-195553257,2025-11-24,ORD-7123949,,Connectivity,low,1.0,3.0,no fault found
CLM-486182950,2025-02-14,ORD-2909214,DEV-1489894050,Connectivity,high,1.0,5.0,customer reports intermittent issue
CLM-370477338,2024-07-04,ORD-5559955,DEV-9967003767,Battery,low,1.0,2.0,customer reports intermittent issue
CLM-508734188,2025-12-06,ORD-3481688,DEV-3962820037,Battery,low,1.0,5.0,
CLM-413953245,2025-03-02,ORD-2794874,DEV-3232712137,Battery,high,1.0,3.0,customer reports intermittent issue
CLM-528988779,2024-08-18,ORD-9313139,DEV-2763774297,Sound Distortion,low,1.0,5.0,customer reports intermittent issue
CLM-631646892,2025-08-30,ORD-2564022,DEV-6086301946,,med,1.0,10.0,customer reports intermittent issue
CLM-835395337,2025-11-17,ORD-2713857,DEV-1447743691,,med,1.0,3.0,no fault found
CLM-478507482,2025-02-22,ORD-6265241,DEV-3242982043,Sound Distortion,med,1.0,10.0,
CLM-997796104,2024-09-15,ORD-8568915,DEV-7748648714,,low,1.0,,needs firmware
CLM-883588686,2025-11-08,ORD-8014306,DEV-4747855538,Mic issues,high,0.0,3.0,repeat failure
CLM-909870310,2025-06-12,ORD-7152449,DEV-7204636938,Sound Distortion,critical,1.0,7.0,
CLM-927197805,2024-07-18,ORD-7405563,DEV-2508238338,Software,critical,1.0,2.0,customer reports intermittent issue
CLM-470853761,2025-12-19,ORD-2632126,DEV-5060066589,Software,med,1.0,2.0,no fault found
CLM-346582278,2025-11-12,ORD-1127347,DEV-5628146210,Overheating,low,1.0,10.0,customer reports intermittent issue
CLM-997145811,2025-07-11,ORD-3182275,,Software,low,0.0,5.0,needs firmware
CLM-804361736,2024-08-28,ORD-7470684,DEV-7882146900,Physical Damage,high,1.0,3.0,customer reports intermittent issue
CLM-393118539,2025-12-30,ORD-6049989,DEV-3117125601,Connectivity,high,1.0,3.0,repeat failure
CLM-154513535,2024-06-15,ORD-5906672,DEV-1508499097,Software,low,1.0,10.0,customer reports intermittent issue
CLM-912239974,2024-04-27,ORD-5109735,DEV-8266647006,Battery,med,1.0,7.0,
CLM-267236146,2024-04-18,ORD-1045552,DEV-8970566223,Software,low,1.0,3.0,customer reports intermittent issue
CLM-704884044,2025-09-06,ORD-9549611,DEV-8970566223,Battery,low,0.0,5.0,customer reports intermittent issue
CLM-102776046,2025-12-12,ORD-9977599,,Connectivity,med,1.0,2.0,repeat failure
CLM-182189705,2024-02-26,ORD-5063117,DEV-3278470479,Connectivity,high,1.0,2.0,
CLM-979019893,2025-02-09,ORD-8360477,DEV-1408096143,Battery,low,1.0,5.0,customer reports intermittent issue
CLM-161325632,2024-08-08,ORD-6006351,DEV-3240533080,,high,1.0,3.0,needs firmware
CLM-113317180,2024-02-16,ORD-5521293,DEV-5507538008,Connectivity,low,1.0,5.0,no fault found
CLM-471872067,2025-08-10,ORD-9669185,DEV-3129737214,Software,low,1.0,5.0,customer reports intermittent issue
CLM-995272795,2025-08-08,ORD-7668761,DEV-3922036974,Battery,low,0.0,5.0,
CLM-797761909,2025-12-18,ORD-5424460,DEV-4356886193,Connectivity,high,1.0,5.0,
CLM-986565105,2025-03-28,ORD-9941183,DEV-1788855979,Connectivity,med,1.0,5.0,no fault found
CLM-772007189,2025-07-19,ORD-5567069,DEV-1948262046,Software,med,,5.0,customer reports intermittent issue
CLM-542991340,2025-01-27,ORD-4881284,DEV-2204132889,Software,critical,0.0,7.0,needs firmware
CLM-580714571,2025-09-03,ORD-6161030,DEV-5586430007,Software,,1.0,5.0,needs firmware
CLM-265123307,2024-08-18,ORD-2224382,DEV-5142465999,Overheating,high,0.0,5.0,no fault found
CLM-462045994,2025-01-26,ORD-8345692,DEV-8592068727,Connectivity,high,1.0,7.0,no fault found
CLM-279328680,2024-05-05,ORD-4443703,DEV-8459765292,,low,1.0,3.0,customer reports intermittent issue
CLM-272048086,2025-04-15,ORD-2115751,DEV-4319530020,Software,med,1.0,3.0,needs firmware
CLM-122827735,05/20/2024,ORD-6432929,DEV-4730878209,Physical Damage,low,1.0,5.0,customer reports intermittent issue
CLM-677328855,2024-04-24,ORD-9154174,DEV-9297445856,Battery,low,1.0,3.0,customer reports intermittent issue
CLM-599940992,2025-05-19,ORD-2820306,DEV-7342294681,Battery,med,0.0,2.0,
CLM-485803896,2025-12-03,ORD-7286506,DEV-1983891158,Battery,low,1.0,10.0,customer reports intermittent issue
CLM-714732245,2025-10-31,ORD-3851809,DEV-9048023980,,med,1.0,5.0,
CLM-160537757,2025-03-20,ORD-9628387,DEV-9826710579,Sound Distortion,high,1.0,5.0,repeat failure
CLM-605538697,2025-07-15,ORD-5846103,DEV-8845842942,Sound Distortion,low,0.0,3.0,no fault found
CLM-432912517,2025-09-09,ORD-4794373,DEV-9282348881,Overheating,high,1.0,5.0,customer reports intermittent issue
CLM-770591195,2025-07-11,OR-7952604,DEV-3531350085,Battery,low,1.0,,customer reports intermittent issue
CLM-684521606,2025-08-31,ORD-6400699,DEV-9699023942,Software,high,0.0,7.0,customer reports intermittent issue
CLM-509813146,2025-09-11,ORD-8062002,DEV-5532917785,Battery,low,1.0,7.0,no fault found
CLM-586982645,2025-11-09,ORD-1353092,DEV-7919663293,Connectivity,med,1.0,5.0,no fault found
CLM-391690589,2025-11-22,ORD-9868622,DEV-3222367150,Sound Distortion,med,1.0,,customer reports intermittent issue
CLM-101787620,2024-11-30,ORD-3117303,DEV-7469198659,Battery,low,1.0,5.0,
CLM-851507878,2024-11-27,ORD-4788637,DEV-7171889959,Mic issues,low,1.0,,repeat failure
CLM-437598108,2024-03-23,ORD-1034441,DEV-4275772666,Connectivity,low,1.0,,customer reports intermittent issue
CLM-278634539,2024-01-02,ORD-1428395,DEV-6245901617,,high,0.0,2.0,customer reports intermittent issue
CLM-864876692,2024-07-30,ORD-3654330,DEV-5706763383,Overheating,med,1.0,7.0,customer reports intermittent issue
CLM-650644663,07/06/2025,ORD-9474933,DEV-7111782073,Connectivity,critical,0.0,7.0,customer reports intermittent issue
CLM-654576647,2024-08-30,ORD-3060264,DEV-6847318824,Sound Distortion,low,1.0,,
CLM-727274851,2024-09-20,ORD-5513036,DEV-2105285805,Software,low,1.0,3.0,needs firmware
CLM-466489142,05/05/2025,ORD-5954943,DEV-8825063009,Sound Distortion,low,1.0,5.0,customer reports intermittent issue
CLM-944575537,2025-02-09,ORD-7820686,,Software,critical,1.0,7.0,
CLM-714801478,2024-03-07,ORD-7837406,DEV-7725016435,Software,med,1.0,3.0,needs firmware
CLM-206082420,2025-01-12,ORD-8026591,DEV-3917168184,Software,low,1.0,10.0,no fault found
CLM-760341066,2025-06-11,ORD-1060614,DEV-6165341482,Software,low,1.0,5.0,customer reports intermittent issue
CLM-144592242,2024-06-09,ORD-7153749,DEV-3936392749,Sound Distortion,med,1.0,2.0,no fault found
CLM-270753418,11/18/2024,ORD-1173626,DEV-6611514973,Battery,high,1.0,7.0,repeat failure
CLM-454534094,2025-03-11,ORD-4535344,DEV-6793257665,Software,high,0.0,5.0,
CLM-309366196,2024-07-07,ORD-2257717,DEV-5914795886,Physical Damage,low,1.0,3.0,needs firmware
CLM-607334572,2024-11-17,ORD-8283183,DEV-3532764887,Connectivity,low,0.0,5.0,needs firmware
CLM-886621772,2025-03-05,ORD-5943893,DEV-9508037241,Battery,low,0.0,7.0,needs firmware
CLM-304291022,2024-06-23,ORD-8670257,DEV-2791532400,Overheating,high,0.0,5.0,customer reports intermittent issue
CLM-247474384,09/26/2024,ORD-4494301,DEV-1948892092,Overheating,med,1.0,5.0,customer reports intermittent issue
CLM-760135444,2025-08-18,ORD-7790563,DEV-1193866974,Battery,med,1.0,10.0,no fault found
CLM-441862167,2025-11-24,ORD-7258785,DEV-4360996420,Software,low,1.0,5.0,customer reports intermittent issue
CLM-236315548,2025-06-14,ORD-2872417,DEV-9071367789,Software,low,1.0,3.0,no fault found
CLM-271946094,2025-04-23,ORD-5965098,DEV-5210041232,Physical Damage,low,1.0,10.0,no fault found
CLM-916894745,2024-02-25,ORD-4981510,DEV-3623900864,Physical Damage,low,1.0,5.0,customer reports intermittent issue
CLM-336999107,2024-01-14,ORD-1220763,DEV-7750837402,Overheating,med,1.0,,
CLM-834196941,2025-12-14,ORD-2599296,DEV-9209823983,,low,0.0,7.0,
CLM-153549953,2025-02-12,ORD-9794511,DEV-1422970780,Software,low,1.0,,repeat failure
CLM-909987196,2025-10-02,ORD-8124932,DEV-5536870863,Sound Distortion,high,1.0,2.0,no fault found
CLM-351374929,2025-09-28,ORD-3343567,DEV-1599433930,Sound Distortion,med,1.0,10.0,
CLM-427799797,2024-07-09,ORD-7927544,DEV-7920016090,Battery,low,1.0,3.0,customer reports intermittent issue
CLM-784562834,2024-12-18,ORD-6885607,DEV-8727347064,Software,high,1.0,2.0,no fault found
CLM-912761883,2025-11-13,ORD-1537753,DEV-5144623192,Software,low,0.0,5.0,repeat failure
CLM-809587761,2025-11-25,ORD-3554862,DEV-5860167420,Mic issues,med,1.0,3.0,
CLM-520493737,2025-03-25,ORD-1384174,DEV-5247287055,,med,1.0,5.0,
CLM-778253726,2024-12-01,ORD-7976958,DEV-1588264998,Software,med,1.0,3.0,customer reports intermittent issue
CLM-449539140,2024-08-08,ORD-6454252,DEV-8547136016,Software,high,1.0,5.0,
CLM-136598000,2025-11-24,ORD-9932747,DEV-2055938739,Battery,med,0.0,7.0,needs firmware
CLM-671196470,2024-05-17,ORD-1057449,DEV-4478804975,Battery,low,1.0,,needs firmware
CLM-600892648,2024-10-21,ORD-1999953,DEV-6992474832,Software,med,1.0,2.0,repeat failure
CLM-263235284,2024-08-17,ORD-3210858,DEV-7409910354,Software,med,1.0,7.0,
CLM-903246435,2024-03-12,ORD-6813591,,Physical Damage,low,1.0,7.0,
CLM-253344805,2025-04-24,ORD-7267050,DEV-7702148211,Software,med,0.0,2.0,repeat failure
CLM-640891944,2024-01-20,ORD-3021480,DEV-1797252596,Mic issues,critical,1.0,5.0,needs firmware
CLM-252987019,2025-09-27,ORD-3277196,DEV-6643461056,Software,med,1.0,3.0,customer reports intermittent issue
CLM-776568952,2024-02-14,ORD-5183136,DEV-1423291060,Software,high,1.0,7.0,no fault found
CLM-913775216,2025-08-18,ORD-3154573,DEV-4238859559,Battery,critical,1.0,5.0,repeat failure
CLM-683894496,2024-07-02,ORD-4279158,DEV-2895296522,Connectivity,med,1.0,7.0,no fault found
CLM-466506341,2025-09-25,ORD-2582833,DEV-9549078637,Overheating,med,1.0,3.0,customer reports intermittent issue
CLM-884124628,2024-02-18,ORD-3404191,DEV-7325623156,Overheating,high,1.0,3.0,no fault found
CLM-748045236,2024-08-03,ORD-1442510,DEV-5486250718,Physical Damage,med,1.0,2.0,no fault found
CLM-704818177,2024-07-18,ORD-3255817,DEV-7574543646,Sound Distortion,low,0.0,,no fault found
CLM-624110457,2024-05-23,ORD-9192571,DEV-6000519526,Software,high,1.0,5.0,customer reports intermittent issue
CLM-210152014,2025-02-23,ORD-6963177,DEV-6728082354,Connectivity,low,1.0,3.0,customer reports intermittent issue
CLM-908605848,2025-05-24,ORD-8673977,DEV-9820872064,Battery,low,0.0,7.0,customer reports intermittent issue
CLM-805694484,2025-12-26,ORD-2677514,DEV-7153432716,Software,low,1.0,10.0,customer reports intermittent issue
CLM-365660602,2024-02-02,ORD-2296003,DEV-8948583108,Connectivity,med,1.0,,
CLM-177029956,2025-04-09,ORD-1972373,DEV-8018792468,Battery,med,1.0,5.0,customer reports intermittent issue
CLM-657556388,2024-09-01,ORD-2968428,DEV-4865928694,Battery,med,1.0,10.0,
CLM-535137945,2024-03-28,ORD-9148561,DEV-2318128476,Battery,high,1.0,10.0,needs firmware
CLM-170142219,2025-06-07,ORD-5986368,DEV-7037118998,Physical Damage,med,0.0,10.0,customer reports intermittent issue
CLM-222804212,2025-03-08,ORD-2081789,DEV-1801177244,Mic issues,high,1.0,7.0,no fault found
CLM-995857771,2025-06-12,ORD-2628399,DEV-8388614566,Physical Damage,low,1.0,7.0,repeat failure
CLM-732281567,2025-08-31,ORD-4195693,DEV-3022761184,Software,med,1.0,3.0,customer reports intermittent issue
CLM-238609355,2025-07-12,ORD-8181286,DEV-7965997893,Sound Distortion,low,1.0,3.0,customer reports intermittent issue
CLM-861992821,2025-10-30,ORD-9715708,DEV-9555146959,Physical Damage,low,1.0,2.0,
CLM-101383152,10/23/2025,ORD-1351930,DEV-8087369999,Software,low,1.0,5.0,no fault found
CLM-771235520,2025-08-17,ORD-8350263,DEV-8762037121,Sound Distortion,critical,1.0,10.0,needs firmware
CLM-350876542,2024-03-27,ORD-4494301,DEV-2886303290,,med,1.0,3.0,needs firmware
CLM-730001826,2024-07-21,ORD-1009670,DEV-8857523178,Software,low,1.0,5.0,customer reports intermittent issue
CLM-291379882,2024-08-13,ORD-5709353,DEV-7118398585,Battery,high,1.0,,
CLM-887957861,2024-01-11,OR-6667128,DEV-5172018929,Battery,high,0.0,,customer reports intermittent issue
CLM-670777925,2024-07-17,ORD-1688389,DEV-3069005271,Connectivity,low,1.0,5.0,needs firmware
CLM-879779341,2024-10-31,ORD-9069316,DEV-5613318907,Overheating,critical,0.0,2.0,customer reports intermittent issue
CLM-836291736,2025-07-15,ORD-3757563,DEV-6862920746,Physical Damage,high,1.0,7.0,customer reports intermittent issue
CLM-605218157,2025-12-18,ORD-2032765,DEV-4948369099,Overheating,low,1.0,10.0,
CLM-218385578,2025-02-11,ORD-2187855,,Battery,critical,1.0,,customer reports intermittent issue
CLM-921805666,2024-10-04,ORD-1706823,DEV-1040084282,Battery,high,,5.0,
CLM-154821709,2025-04-02,ORD-9757666,DEV-2446606165,Software,critical,1.0,5.0,
CLM-472012358,2025-11-11,ORD-5718567,DEV-2258989392,Battery,low,1.0,5.0,repeat failure
CLM-491357963,2024-03-05,ORD-7976239,DEV-8519343048,Overheating,med,1.0,7.0,no fault found
CLM-518029960,2025-12-10,ORD-8824380,DEV-9729789661,,,1.0,2.0,repeat failure
CLM-801627563,2025-05-15,ORD-8760485,DEV-5697462236,Mic issues,med,1.0,,
CLM-197578052,2024-03-05,ORD-8774351,DEV-4173706374,Connectivity,low,1.0,2.0,customer reports intermittent issue
CLM-898302729,2025-06-09,ORD-2954320,DEV-8323550212,Sound Distortion,low,1.0,5.0,no fault found
CLM-900942274,2024-03-25,ORD-2964232,DEV-2744327173,Connectivity,med,1.0,3.0,repeat failure
CLM-865803416,2024-06-26,ORD-9260770,DEV-7399912515,Overheating,low,1.0,3.0,needs firmware
CLM-868325433,2025-01-20,ORD-1563048,DEV-3732549508,Connectivity,low,1.0,10.0,
CLM-340571970,2025-07-14,ORD-8488543,DEV-6508568505,Software,med,0.0,,customer reports intermittent issue
CLM-160332197,2024-03-10,ORD-3810562,DEV-7353134662,Overheating,low,1.0,2.0,customer reports intermittent issue
CLM-658413410,2025-01-06,ORD-4663454,DEV-9962581582,Software,critical,1.0,5.0,
CLM-669515226,2025-05-01,ORD-3881227,DEV-4731913742,Physical Damage,high,1.0,2.0,no fault found
CLM-680658489,2024-08-10,ORD-2426119,DEV-1498846659,Software,med,1.0,7.0,no fault found
CLM-918419277,2024-05-09,ORD-8938826,DEV-2241693406,Battery,low,1.0,,needs firmware
CLM-509995856,2025-08-27,ORD-3222223,DEV-1901046378,Software,low,0.0,,customer reports intermittent issue
CLM-928733334,05/04/2024,ORD-3685201,,Connectivity,med,1.0,5.0,no fault found
CLM-317005100,2025-03-03,ORD-4513002,DEV-8556884495,Sound Distortion,critical,1.0,5.0,no fault found
CLM-859340999,2025-08-06,OR-2596416,,Sound Distortion,low,1.0,7.0,no fault found
CLM-543706324,2025-02-18,ORD-2007869,DEV-1493356310,Physical Damage,med,0.0,,needs firmware
CLM-168446227,2025-10-01,ORD-7459020,DEV-4337345484,,low,0.0,2.0,customer reports intermittent issue
CLM-877577693,2024-11-06,ORD-2450556,DEV-3835810009,Connectivity,med,1.0,3.0,customer reports intermittent issue
CLM-309598259,2025-01-20,ORD-7064117,DEV-6603300795,Physical Damage,high,1.0,10.0,customer reports intermittent issue
CLM-330601653,2024-09-23,ORD-2978562,DEV-9383993240,Software,low,1.0,3.0,customer reports intermittent issue
CLM-501257014,2024-07-09,ORD-8749389,DEV-1193780169,Connectivity,low,1.0,10.0,customer reports intermittent issue
CLM-308402716,2024-11-25,ORD-2822722,DEV-7402735646,Battery,med,0.0,7.0,repeat failure
CLM-805286447,2025-04-17,ORD-6503823,DEV-5101352793,Software,low,0.0,7.0,needs firmware
CLM-667758820,2024-10-05,ORD-6835135,DEV-7330062085,Connectivity,med,1.0,10.0,
CLM-903796305,2025-08-01,ORD-5953137,DEV-8857523178,Battery,high,1.0,2.0,customer reports intermittent issue
CLM-238130358,2025-01-06,ORD-1046735,DEV-1566194766,Battery,critical,1.0,,customer reports intermittent issue
CLM-846402112,2025-10-11,ORD-3676127,DEV-5806252983,Connectivity,low,1.0,5.0,customer reports intermittent issue
CLM-622279886,2025-07-08,ORD-8100964,DEV-9235424353,Sound Distortion,med,1.0,10.0,repeat failure
CLM-683687382,2024-03-05,ORD-1332727,DEV-6502900531,Sound Distortion,low,1.0,7.0,repeat failure
CLM-752417908,2025-04-19,ORD-2998251,DEV-8708728501,Connectivity,high,0.0,5.0,customer reports intermittent issue
CLM-987932656,2024-04-01,ORD-3346889,DEV-2110456320,Battery,med,0.0,7.0,
CLM-452971788,2025-09-01,ORD-3138179,DEV-4254862837,Mic issues,med,0.0,5.0,no fault found
CLM-362194176,2025-08-21,ORD-7892688,DEV-2973744900,Connectivity,critical,1.0,2.0,no fault found
CLM-985516149,2024-12-06,ORD-1362815,DEV-1270849633,Software,med,1.0,5.0,customer reports intermittent issue
CLM-411945708,2025-09-28,ORD-8749389,DEV-6832757497,Connectivity,low,1.0,5.0,
CLM-298972498,2024-10-08,ORD-9193220,DEV-3559288186,Sound Distortion,med,1.0,7.0,customer reports intermittent issue
CLM-195327940,2024-09-05,ORD-5458173,DEV-7632121626,Overheating,low,1.0,3.0,repeat failure
CLM-307712802,2025-05-27,ORD-8286917,DEV-4309003778,Battery,critical,1.0,5.0,customer reports intermittent issue
CLM-986171320,2024-10-02,ORD-7925428,DEV-8572921555,Physical Damage,critical,1.0,,customer reports intermittent issue
CLM-102162730,2024-12-14,ORD-8857554,DEV-1599943570,Connectivity,high,0.0,2.0,no fault found
CLM-564312351,2025-09-15,ORD-1293811,DEV-7069691494,Sound Distortion,med,1.0,3.0,
CLM-891800806,2025-12-25,ORD-1799380,DEV-6358045657,Physical Damage,low,1.0,3.0,customer reports intermittent issue
CLM-976890118,2024-11-23,ORD-7733313,DEV-5650191533,Connectivity,med,1.0,3.0,
CLM-935843169,2025-10-21,ORD-5679736,DEV-4445946077,Connectivity,med,1.0,5.0,customer reports intermittent issue
CLM-157772306,2025-01-31,ORD-9703270,DEV-2892848823,,med,1.0,2.0,no fault found
CLM-588495357,2025-08-07,ORD-1725163,DEV-5275702835,Mic issues,med,1.0,5.0,no fault found
CLM-868253478,2025-01-20,ORD-3889546,DEV-9285318957,Software,med,0.0,10.0,repeat failure
CLM-104613541,2025-11-13,ORD-6506103,DEV-5169319206,Physical Damage,low,1.0,2.0,customer reports intermittent issue
CLM-533598885,2024-06-06,ORD-8649649,DEV-5405785800,Mic issues,med,1.0,10.0,no fault found
CLM-227349119,2025-06-05,ORD-9327723,DEV-5980569565,Battery,high,1.0,5.0,customer reports intermittent issue
CLM-726250942,2024-04-20,ORD-2963754,DEV-1186191881,Software,med,1.0,7.0,customer reports intermittent issue
CLM-386542116,2025-11-30,ORD-1296320,DEV-8628947857,Overheating,low,1.0,7.0,no fault found
CLM-686277142,2025-05-09,ORD-5111798,DEV-5399386912,,high,1.0,2.0,
CLM-495467173,2024-06-22,ORD-1355446,DEV-6283731822,Software,low,0.0,3.0,
CLM-239603738,2025-03-17,ORD-3453718,DEV-9566196425,Mic issues,low,1.0,,no fault found
CLM-680199353,2025-11-24,ORD-7050402,,Battery,med,1.0,7.0,customer reports intermittent issue
CLM-114929267,2025-07-16,ORD-3161045,DEV-5122577845,Connectivity,low,1.0,5.0,
CLM-466223171,2025-11-30,ORD-9230524,DEV-7901852206,Overheating,high,1.0,7.0,no fault found
CLM-984948526,2025-03-19,ORD-4260209,DEV-6464739316,Connectivity,med,1.0,5.0,
CLM-340548420,2025-09-20,ORD-6161030,DEV-4201537970,Software,low,1.0,,customer reports intermittent issue
CLM-492107768,01/16/2025,ORD-8906500,DEV-7860383608,Software,low,1.0,3.0,customer reports intermittent issue
CLM-777739213,2024-09-19,ORD-3144747,DEV-9115426112,Battery,low,1.0,2.0,customer reports intermittent issue
CLM-990997754,2024-02-18,ORD-4024328,DEV-3691496868,Mic issues,low,1.0,7.0,customer reports intermittent issue
CLM-487026784,2025-05-23,ORD-6264195,DEV-4161333448,Software,,0.0,7.0,no fault found
CLM-451330454,2025-12-10,ORD-9341691,DEV-7071551236,Overheating,low,0.0,5.0,no fault found
CLM-495140889,2025-04-03,ORD-7759049,DEV-4830866370,Sound Distortion,low,1.0,3.0,no fault found
CLM-297571901,2024-10-31,ORD-4829073,DEV-1251918555,Connectivity,low,,3.0,repeat failure
CLM-965233696,2024-07-14,ORD-7739458,DEV-4916372333,,critical,1.0,5.0,repeat failure
CLM-657669639,2024-03-08,ORD-6209481,DEV-8076772770,Software,high,1.0,5.0,customer reports intermittent issue
CLM-460608492,2025-12-24,ORD-3660924,DEV-9426013959,Sound Distortion,med,1.0,3.0,needs firmware
CLM-463155224,2025-10-23,ORD-9456675,DEV-4535124978,Software,med,0.0,3.0,no fault found
CLM-241373168,2025-10-30,ORD-5815718,DEV-7088037660,Overheating,low,1.0,,
CLM-559829177,2025-05-24,ORD-2846083,DEV-5507546006,Connectivity,low,1.0,7.0,
CLM-610814585,2025-10-15,ORD-6880847,DEV-4631850207,Software,critical,1.0,3.0,no fault found
CLM-356208611,2024-01-02,ORD-1410928,DEV-6562037855,Connectivity,med,1.0,10.0,needs firmware
CLM-331095236,2025-01-04,ORD-8344642,DEV-7400670934,,low,0.0,3.0,customer reports intermittent issue
CLM-399821896,2025-01-12,ORD-5793723,,Physical Damage,critical,1.0,2.0,
CLM-884666135,2025-10-17,ORD-6889447,DEV-6975660230,Software,high,1.0,2.0,no fault found
CLM-230987420,2024-04-27,ORD-5377990,DEV-9235584562,Battery,med,1.0,7.0,needs firmware
CLM-205964305,2024-05-30,ORD-4668854,DEV-6477357857,Overheating,high,1.0,5.0,
CLM-450713461,2025-09-16,ORD-5532378,DEV-6747066173,Overheating,low,1.0,5.0,
CLM-832085280,2024-09-21,ORD-4490194,DEV-7702148211,Battery,low,1.0,3.0,no fault found
CLM-708443855,2024-05-15,ORD-3458547,DEV-4165361857,Sound Distortion,,1.0,3.0,repeat failure
CLM-955695751,2025-02-05,ORD-2879705,DEV-3926514082,Software,high,0.0,2.0,no fault found
CLM-991997889,2024-11-23,ORD-5974847,DEV-6388204626,Battery,high,1.0,3.0,no fault found
CLM-773854084,2025-03-23,ORD-7477918,,Connectivity,low,1.0,3.0,
CLM-100278017,2025-10-17,ORD-2693648,DEV-5697780864,Physical Damage,low,1.0,7.0,
CLM-351686023,2024-08-16,ORD-8139444,DEV-4507643609,Battery,low,1.0,,repeat failure
CLM-404881668,2024-10-24,ORD-3454914,DEV-8043053505,Connectivity,med,1.0,2.0,repeat failure
CLM-555228989,2024-04-28,ORD-7018970,DEV-4236149857,Software,high,1.0,2.0,customer reports intermittent issue
CLM-304754892,2025-03-06,ORD-1381696,DEV-2525974426,Connectivity,med,1.0,5.0,repeat failure
CLM-119596964,2024-06-22,ORD-3376567,DEV-4064711771,Software,low,1.0,7.0,no fault found
CLM-612556045,2024-07-10,ORD-9230524,DEV-5545714259,Battery,med,1.0,3.0,no fault found
CLM-704283213,2025-07-26,ORD-1582351,DEV-9165595583,Sound Distortion,low,,5.0,needs firmware
CLM-443062536,2024-08-24,ORD-9286386,DEV-8255658983,Physical Damage,high,1.0,5.0,no fault found
CLM-928533246,2025-01-11,ORD-2713714,DEV-6796124811,Sound Distortion,critical,1.0,2.0,customer reports intermittent issue
CLM-700705749,2025-08-20,ORD-9266482,DEV-9075591972,Battery,med,1.0,,no fault found
CLM-953243662,2025-02-20,ORD-1832223,DEV-4956866299,Connectivity,low,0.0,2.0,customer reports intermittent issue
CLM-385992119,2024-07-21,ORD-4216616,DEV-1271435542,Physical Damage,low,1.0,5.0,
CLM-161702788,2024-09-24,ORD-8181286,DEV-3486750975,Connectivity,med,1.0,5.0,customer reports intermittent issue
CLM-333897430,2025-07-21,ORD-2848747,DEV-7333839727,Connectivity,low,1.0,10.0,no fault found
CLM-250527941,2024-02-04,ORD-6153832,DEV-2574901300,Software,low,1.0,10.0,
CLM-555171410,2025-09-20,ORD-6698662,DEV-3645190427,Battery,low,,,customer reports intermittent issue
CLM-560684666,2024-01-11,ORD-8271311,DEV-6376313776,Software,,0.0,3.0,no fault found
CLM-248637012,08/17/2025,ORD-9837601,DEV-1590102695,Physical Damage,med,1.0,3.0,customer reports intermittent issue
CLM-940423403,2024-07-06,ORD-5703791,DEV-7813219671,Connectivity,high,1.0,3.0,customer reports intermittent issue
CLM-511187883,2024-05-09,ORD-3172854,DEV-7296245842,Battery,high,0.0,7.0,no fault found
CLM-427092556,2024-06-06,ORD-3945901,DEV-8862611329,,low,1.0,5.0,
CLM-365492377,2025-03-11,ORD-1785594,DEV-6225147843,Battery,med,0.0,5.0,needs firmware
CLM-396283581,2024-10-06,ORD-6889447,DEV-7111598446,Connectivity,,1.0,2.0,repeat failure
CLM-665575394,07/22/2024,ORD-7257139,DEV-1935988438,Connectivity,low,1.0,10.0,
CLM-973906348,2024-03-09,ORD-9090682,DEV-6614482895,Physical Damage,high,1.0,7.0,customer reports intermittent issue
CLM-299105747,2025-06-12,ORD-3711763,DEV-5876328741,Overheating,low,1.0,5.0,no fault found
CLM-163975604,2025-09-01,ORD-3986807,DEV-8020503976,Software,high,1.0,3.0,no fault found
CLM-334625622,2024-06-11,ORD-3362639,DEV-7325623156,Physical Damage,med,1.0,7.0,no fault found
CLM-140619653,2025-03-12,ORD-6223320,DEV-1193641025,Physical Damage,med,1.0,3.0,no fault found
CLM-781564124,2025-05-05,ORD-1363917,DEV-2979311289,Connectivity,low,1.0,2.0,no fault found
CLM-886715461,2024-01-28,ORD-7541666,DEV-9762179887,Software,low,1.0,7.0,customer reports intermittent issue
CLM-820322680,2025-07-03,ORD-1483503,DEV-7022816817,Software,med,1.0,3.0,
CLM-171790739,2024-10-16,ORD-1945741,DEV-1195980587,Connectivity,med,1.0,7.0,no fault found
CLM-969515566,2025-05-07,ORD-8321422,DEV-9739793905,Battery,med,1.0,5.0,customer reports intermittent issue
CLM-618131995,2024-03-27,ORD-6615052,DEV-1632906836,Software,low,1.0,5.0,
CLM-315561797,2024-02-07,ORD-6544426,DEV-9583324551,Connectivity,med,1.0,2.0,no fault found
CLM-353600187,2025-07-11,OR-5100763,DEV-4973846637,Battery,med,1.0,10.0,needs firmware
CLM-459800354,2024-01-02,ORD-9138612,DEV-2869146971,Software,low,1.0,2.0,no fault found
